file_x,file_y,decision,VGG-Face_cosine,VGG-Face_euclidean,VGG-Face_euclidean_l2,Facenet_cosine,Facenet_euclidean,Facenet_euclidean_l2,DeepFace_cosine,DeepFace_euclidean,DeepFace_euclidean_l2
Dataset/IU_student/BAFNIU17091\BAFNIU17027_5.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_7.JPG,Yes,0.0423,0.1289,0.2907,0.07,4.1785,0.3742,0.068,31.7556,0.3688
Dataset/IU_student/BAFNIU17091\BAFNIU17027_5.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_8.JPG,Yes,0.0525,0.1703,0.3241,0.091,4.4931,0.4265,0.1316,45.4029,0.5131
Dataset/IU_student/BAFNIU17091\BAFNIU17027_5.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_9.JPG,Yes,0.1012,0.2132,0.4499,0.1768,6.5667,0.5947,0.2517,71.2334,0.7095
Dataset/IU_student/BAFNIU17091\BAFNIU17027_6.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_7.JPG,Yes,0.0379,0.1295,0.2754,0.0703,4.1862,0.375,0.0936,38.2552,0.4326
Dataset/IU_student/BAFNIU17091\BAFNIU17027_6.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_8.JPG,Yes,0.0395,0.1433,0.281,0.0717,3.9357,0.3787,0.1671,52.1327,0.5781
Dataset/IU_student/BAFNIU17091\BAFNIU17027_6.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_9.JPG,Yes,0.1407,0.2549,0.5304,0.1347,5.7083,0.5191,0.2602,72.8284,0.7214
Dataset/IU_student/BAFNIU17091\BAFNIU17027_7.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_8.JPG,Yes,0.0457,0.1581,0.3023,0.0627,3.9741,0.354,0.078,35.3496,0.395
Dataset/IU_student/BAFNIU17091\BAFNIU17027_7.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_9.JPG,Yes,0.1397,0.2495,0.5285,0.1886,6.9599,0.6141,0.2509,71.3474,0.7084
Dataset/IU_student/BAFNIU17091\BAFNIU17027_8.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_9.JPG,Yes,0.1419,0.2667,0.5327,0.2017,6.9253,0.6351,0.2763,75.1642,0.7434
Dataset/IU_student/ITITIU17098\ITITIU17098_12-min.JPG,Dataset/IU_student/ITITIU17097\ITITIU17097_5.jpg,No,0.3901,0.4706,0.8833,0.7369,12.8822,1.214,0.3856,72.3288,0.8782
Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_11.jpg,No,0.5269,0.5705,1.0266,0.77,14.3874,1.2409,0.2555,61.3672,0.7148
Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,No,0.4677,0.5305,0.9672,0.5972,13.0002,1.0929,0.5867,85.9822,1.0832
Dataset/IU_student/ITITIU17098\ITITIU17098_14-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_14.JPG,No,0.309,0.3911,0.7861,0.5537,11.8192,1.0524,0.3964,76.5409,0.8904
Dataset/IU_student/ITITIU17097\ITITIU17097_3.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_6-min.JPG,No,0.3328,0.4164,0.8158,0.319,6.8308,0.7987,0.4046,72.6622,0.8995
Dataset/IU_student/ITITIU17097\ITITIU17097_1.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,No,0.3499,0.435,0.8366,0.3433,7.1385,0.8286,0.6218,90.7651,1.1152
Dataset/IU_student/ITITIU17073\ITITIU17073_13.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_7-min.JPG,No,0.5461,0.6486,1.0451,0.8023,14.6174,1.2667,0.5523,86.8245,1.051
Dataset/IU_student/ITITIU17073\ITITIU17073_11.jpg,Dataset/IU_student/BAFNIU17003\IMG_2069.JPG,No,0.3938,0.4361,0.8875,0.5248,10.3601,1.0245,0.506,74.7983,1.006
Dataset/IU_student/ITITIU17098\ITITIU17098_15-min.JPG,Dataset/IU_student/ITITIU17097\ITITIU17097_4.jpg,No,0.2895,0.4579,0.761,0.6639,12.2938,1.1523,0.4861,76.0874,0.986
Dataset/IU_student/ITITIU17096\ITITIU17096_3.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_10.JPG,No,0.4857,0.4094,0.9856,0.6687,9.59,1.1565,0.4913,78.2857,0.9912
Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,No,0.4689,0.5127,0.9684,0.6926,14.3868,1.1769,0.2975,73.8849,0.7714
Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Dataset/IU_student/ITITIU17096\ITITIU17096_3.JPG,No,0.6297,0.5147,1.1222,0.7214,11.383,1.2012,0.4687,73.7253,0.9682
Dataset/IU_student/ITITIU17073\ITITIU17073_11.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_8-min.JPG,No,0.4625,0.5022,0.9618,0.4615,11.0984,0.9607,0.4338,70.9017,0.9315
Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_8.JPG,No,0.3564,0.3988,0.8443,0.5201,10.9651,1.0199,0.395,65.6182,0.8888
Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2073.JPG,No,0.4422,0.3737,0.9404,0.665,13.0324,1.1533,0.3399,64.7581,0.8245
Dataset/IU_student/ITITIU17067\ITITIU17067_2-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_10.JPG,No,0.2518,0.3157,0.7097,0.2766,7.8607,0.7438,0.4677,79.5049,0.9672
Dataset/IU_student/ITITIU17098\ITITIU17098_11-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_3.JPG,No,0.3873,0.4987,0.8801,0.7228,13.8765,1.2024,0.4509,73.1133,0.9497
Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_9-min.JPG,No,0.2263,0.3578,0.6727,0.4967,10.9272,0.9967,0.3504,66.299,0.8371
Dataset/IU_student/ITITIU17098\ITITIU17098_15-min.JPG,Dataset/IU_student/ITITIU17097\ITITIU17097_6.jpg,No,0.4371,0.5162,0.935,0.8321,13.832,1.2901,0.6115,85.1576,1.1059
Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_1.jpg,No,0.3449,0.5075,0.8305,0.6521,12.1196,1.1421,0.2729,75.6112,0.7388
Dataset/IU_student/ITITIU17097\ITITIU17097_1.jpg,Dataset/IU_student/ITITIU17096\ITITIU17096_3.JPG,No,0.6468,0.4739,1.1373,0.6192,7.7428,1.1128,0.4073,70.7912,0.9026
Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,No,0.2982,0.4441,0.7723,0.5224,12.0242,1.0221,0.3538,74.98,0.8412
Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,No,0.2224,0.3756,0.6669,0.4858,12.0445,0.9857,0.4422,71.3502,0.9404
Dataset/IU_student/ITITIU17098\ITITIU17098_14-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_14-min.JPG,No,0.2652,0.3367,0.7283,0.4294,9.9243,0.9267,0.2743,58.5049,0.7407
Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_1.jpg,No,0.4146,0.593,0.9106,0.5738,10.1538,1.0713,0.3745,57.1742,0.8654
Dataset/IU_student/ITITIU17098\ITITIU17098_13-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,No,0.5026,0.5134,1.0026,0.7786,13.6533,1.2479,0.3375,65.6365,0.8216
Dataset/IU_student/ITITIU17097\ITITIU17097_5.jpg,Dataset/IU_student/BAFNIU17003\IMG_2076.JPG,No,0.5283,0.4743,1.0279,0.6999,12.0372,1.1831,0.4962,86.2631,0.9962
Dataset/IU_student/ITITIU17098\ITITIU17098_5-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_9-min.JPG,No,0.2998,0.4412,0.7743,0.4995,11.4322,0.9995,0.3822,71.8174,0.8743
Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,No,0.3709,0.6025,0.8612,0.4088,10.1774,0.9042,0.4232,76.0718,0.92
Dataset/IU_student/ITITIU17086\ITITIU17086_1.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_14-min.JPG,No,0.3514,0.4406,0.8383,0.1952,5.294,0.6249,0.5412,85.1311,1.0404
Dataset/IU_student/ITITIU17073\ITITIU17073_11.jpg,Dataset/IU_student/BAFNIU17003\IMG_2070.JPG,No,0.3467,0.4151,0.8327,0.5482,11.5489,1.0471,0.4342,82.2027,0.9319
Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_4-min.JPG,No,0.2238,0.352,0.669,0.4762,10.7091,0.9759,0.3881,71.0326,0.8811
Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_11.JPG,No,0.4733,0.4989,0.973,0.3822,8.8307,0.8743,0.6029,109.3736,1.0981
Dataset/IU_student/ITITIU17098\ITITIU17098_15-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,No,0.3604,0.5221,0.849,0.6796,12.1272,1.1658,0.4234,67.3357,0.9202
Dataset/IU_student/ITITIU17098\ITITIU17098_11-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_8-min.JPG,No,0.2416,0.4052,0.6951,0.5976,12.778,1.0932,0.4619,79.3658,0.9612
Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Dataset/IU_student/ITITIU17096\ITITIU17096_3.JPG,No,0.6079,0.5117,1.1027,0.7923,11.7366,1.2588,0.325,68.0407,0.8063
Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2073.JPG,No,0.5525,0.5148,1.0512,0.7947,14.6818,1.2607,0.482,75.817,0.9818
Dataset/IU_student/ITITIU17098\ITITIU17098_20-min.JPG,Dataset/IU_student/ITITIU17096\ITITIU17096_2.jpg,No,0.4487,0.5861,0.9473,0.7501,14.3671,1.2248,0.3369,64.6585,0.8208
Dataset/IU_student/ITITIU17098\ITITIU17098_14-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_12.jpg,No,0.542,0.5719,1.0412,0.7363,13.6984,1.2135,0.3828,68.0745,0.875
Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,No,0.3236,0.4742,0.8045,0.3277,7.5246,0.8095,0.5308,83.9267,1.0304
Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_14.JPG,No,0.3164,0.4291,0.7955,0.5735,12.1082,1.071,0.5823,85.5718,1.0792
Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2069.JPG,No,0.5046,0.4627,1.0046,0.7629,12.4557,1.2352,0.3733,69.7439,0.8641
Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_8-min.JPG,No,0.3995,0.4504,0.8938,0.6908,14.2334,1.1754,0.3658,67.4709,0.8553
Dataset/IU_student/ITITIU17098\ITITIU17098_1.jpg,Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,No,0.432,0.526,0.9295,0.5836,12.414,1.0803,0.3464,69.0422,0.8324
Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,Dataset/IU_student/BAFNIU17003\IMG_2076.JPG,No,0.5602,0.5503,1.0585,0.803,14.0699,1.2673,0.4553,76.0307,0.9543
Dataset/IU_student/ITITIU17096\ITITIU17096_2.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_15.JPG,No,0.4516,0.5797,0.9504,0.6486,12.5181,1.1389,0.5218,76.9303,1.0215
Dataset/IU_student/BAFNIU17003\IMG_2073.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_5.JPG,No,0.4687,0.4013,0.9682,0.7268,13.3559,1.2056,0.4908,75.8578,0.9907
Dataset/IU_student/ITITIU17098\ITITIU17098_17-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_6-min.JPG,No,0.3757,0.4095,0.8669,0.6725,12.3669,1.1598,0.3057,62.7252,0.7819
Dataset/IU_student/ITITIU17098\ITITIU17098_15-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_8-min.JPG,No,0.2625,0.4003,0.7245,0.5565,12.3107,1.055,0.3458,64.1461,0.8316
Dataset/IU_student/ITITIU17098\ITITIU17098_12-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_4-min.JPG,No,0.201,0.3353,0.634,0.5306,11.2322,1.0301,0.4937,76.7426,0.9937
Dataset/IU_student/ITITIU17096\ITITIU17096_3.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,No,0.7144,0.4922,1.1953,0.7798,10.1501,1.2488,0.5034,73.9085,1.0033
Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_2.JPG,No,0.5031,0.4695,1.0031,0.4572,10.309,0.9563,0.4118,80.0917,0.9075
Dataset/IU_student/ITITIU17098\ITITIU17098_5-min.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_5.JPG,No,0.3602,0.4584,0.8488,0.6501,13.2337,1.1403,0.4369,65.557,0.9348
Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_8-min.JPG,No,0.2916,0.4082,0.7637,0.4935,11.7648,0.9935,0.2975,65.2156,0.7714
Dataset/IU_student/ITITIU17067\ITITIU17067_8-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_5.JPG,No,0.4438,0.4401,0.9421,0.6228,12.5259,1.1161,0.5453,86.5064,1.0443
Dataset/IU_student/ITITIU17098\ITITIU17098_16-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_4-min.JPG,No,0.2463,0.3591,0.7019,0.4227,10.0659,0.9195,0.593,78.6504,1.089
Dataset/IU_student/ITITIU17067\ITITIU17067_5-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_4.JPG,No,0.3072,0.3257,0.7839,0.383,8.576,0.8753,0.4723,65.2986,0.9719
Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_9.JPG,No,0.3333,0.4101,0.8165,0.532,11.9416,1.0315,0.5216,84.0174,1.0214
Dataset/IU_student/ITITIU17098\ITITIU17098_10-min.JPG,Dataset/IU_student/ITITIU17096\ITITIU17096_1.JPG,No,0.4765,0.5096,0.9762,0.7642,11.7534,1.2363,0.3359,63.9161,0.8197
Dataset/IU_student/ITITIU17098\ITITIU17098_13-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_13.JPG,No,0.4265,0.4984,0.9236,0.5697,11.8979,1.0674,0.5577,90.051,1.0561
Dataset/IU_student/ITITIU17067\ITITIU17067_5-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2069.JPG,No,0.4573,0.3532,0.9564,0.4506,7.6107,0.9493,0.4794,80.0732,0.9792
Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Dataset/IU_student/ITITIU17096\ITITIU17096_1.JPG,No,0.4421,0.5465,0.9404,0.8331,12.2553,1.2908,0.2461,61.4752,0.7015
Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,No,0.5574,0.6304,1.0559,0.8752,14.6929,1.323,0.4985,88.8843,0.9985
Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,No,0.3993,0.4793,0.8937,0.4916,10.4654,0.9915,0.4267,73.7703,0.9237
Dataset/IU_student/ITITIU17098\ITITIU17098_13-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_5-min.JPG,No,0.2199,0.3578,0.6632,0.5874,11.1475,1.0839,0.6631,84.875,1.1516
Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,No,0.3945,0.4836,0.8882,0.662,12.2201,1.1506,0.2992,56.142,0.7736
Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_9.JPG,No,0.3797,0.4627,0.8714,0.5741,12.3776,1.0715,0.4555,83.4403,0.9544
Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Dataset/IU_student/ITITIU17097\ITITIU17097_1.jpg,No,0.4324,0.5,0.93,0.674,12.0235,1.161,0.5265,88.1807,1.0262
Dataset/IU_student/ITITIU17096\ITITIU17096_2.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_7.JPG,No,0.497,0.5863,0.997,0.645,13.0475,1.1358,0.4337,66.9952,0.9313
Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,No,0.4347,0.4539,0.9324,0.9073,15.385,1.3471,0.3431,62.7543,0.8284
Dataset/IU_student/ITITIU17098\ITITIU17098_2-min.jpg,Dataset/IU_student/BAFNIU17003\IMG_2076.JPG,No,0.5306,0.6149,1.0301,0.8289,13.8662,1.2876,0.5045,82.4612,1.0045
Dataset/IU_student/ITITIU17098\ITITIU17098_14-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_5-min.JPG,No,0.2297,0.3095,0.6778,0.4994,10.4632,0.9994,0.5586,74.1857,1.057
Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_7.JPG,No,0.421,0.5146,0.9176,0.6356,13.3569,1.1275,0.5756,75.1342,1.0729
Dataset/IU_student/ITITIU17098\ITITIU17098_7-min.JPG,Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,No,0.4292,0.4782,0.9265,0.6501,12.9375,1.1402,0.497,98.1272,0.997
Dataset/IU_student/ITITIU17098\ITITIU17098_4-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_9-min.JPG,No,0.2772,0.4396,0.7446,0.4715,11.0603,0.9711,0.3865,74.3795,0.8792
Dataset/IU_student/ITITIU17067\ITITIU17067_5-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_12.JPG,No,0.384,0.3691,0.8764,0.4043,9.2319,0.8992,0.2896,61.9949,0.761
Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_13.jpg,No,0.5054,0.6198,1.0054,0.8674,15.1704,1.3172,0.2084,66.6862,0.6456
Dataset/IU_student/ITITIU17067\ITITIU17067_15-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_6.JPG,No,0.4211,0.463,0.9178,0.3956,9.0473,0.8895,0.3151,65.4006,0.7938
Dataset/IU_student/ITITIU17098\ITITIU17098_8-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_12.jpg,No,0.5475,0.6081,1.0464,0.6596,13.0555,1.1485,0.295,63.2,0.7682
Dataset/IU_student/ITITIU17097\ITITIU17097_6.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_2.JPG,No,0.4798,0.4827,0.9796,0.4226,9.5102,0.9194,0.3703,75.2497,0.8605
Dataset/IU_student/ITITIU17098\ITITIU17098_11-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_4.JPG,No,0.362,0.48,0.8509,0.7769,13.9986,1.2465,0.2891,63.5842,0.7604
Dataset/IU_student/ITITIU17097\ITITIU17097_5.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,No,0.2936,0.403,0.7663,0.4004,9.7701,0.8949,0.3137,67.533,0.7921
Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_15-min.JPG,No,0.3353,0.4124,0.8188,0.5482,11.5129,1.0471,0.4317,73.3817,0.9292
Dataset/IU_student/ITITIU17067\ITITIU17067_7-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_1.jpg,No,0.3833,0.4996,0.8756,0.4693,10.2099,0.9688,0.5124,100.1628,1.0123
Dataset/IU_student/ITITIU17098\ITITIU17098_15-min.JPG,Dataset/IU_student/ITITIU17086\ITITIU17086_1.jpg,No,0.3435,0.4811,0.8289,0.7438,12.3642,1.2197,0.4281,74.8624,0.9253
Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_2.JPG,No,0.4066,0.3933,0.9018,0.3148,8.2337,0.7935,0.451,74.7828,0.9497
Dataset/IU_student/ITITIU17073\ITITIU17073_11.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_13.JPG,No,0.5663,0.5636,1.0642,0.6679,12.6594,1.1558,0.5349,103.3327,1.0343
Dataset/IU_student/ITITIU17067\ITITIU17067_8-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2076.JPG,No,0.6225,0.504,1.1158,0.6656,13.1146,1.1538,0.3042,61.3988,0.7799
Dataset/IU_student/ITITIU17073\ITITIU17073_1.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_4.JPG,No,0.5609,0.6247,1.0591,0.6856,12.2944,1.171,0.4863,80.1735,0.9862
Dataset/IU_student/ITITIU17098\ITITIU17098_18-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,No,0.4669,0.6703,0.9663,0.741,13.5211,1.2174,0.4988,85.3202,0.9988
Dataset/IU_student/ITITIU17098\ITITIU17098_9-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_15.JPG,No,0.3875,0.4609,0.8804,0.5521,11.5654,1.0508,0.28,64.3718,0.7483
Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_7.JPG,No,0.4664,0.5029,0.9658,0.7977,15.0822,1.2631,0.4558,77.2977,0.9548
Dataset/IU_student/ITITIU17097\ITITIU17097_4.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_9.JPG,No,0.4288,0.5227,0.9261,0.3762,9.1626,0.8674,0.2731,61.8661,0.739
Dataset/IU_student/ITITIU17098\ITITIU17098_19-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2070.JPG,No,0.6483,0.5069,1.1387,0.7507,13.7933,1.2253,0.5556,90.73,1.0541
Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_10.JPG,No,0.357,0.4137,0.845,0.6418,11.9554,1.1329,0.4743,91.9307,0.974
Dataset/IU_student/BAFNIU17003\IMG_2076.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_15.JPG,No,0.6036,0.5204,1.0988,0.7812,13.3235,1.2499,0.3932,70.2823,0.8868
Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_4.JPG,No,0.4572,0.4302,0.9562,0.4819,10.5218,0.9817,0.4935,82.7666,0.9935
Dataset/IU_student/ITITIU17098\ITITIU17098_14-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,No,0.5037,0.543,1.0037,0.5906,12.1604,1.0868,0.3853,67.7467,0.8778
Dataset/IU_student/ITITIU17098\ITITIU17098_16-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,No,0.2393,0.3479,0.6919,0.4576,11.3244,0.9567,0.4782,72.0284,0.978
Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_10.jpg,No,0.3773,0.4422,0.8686,0.8873,15.6371,1.3321,0.4466,79.3689,0.9451
Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2070.JPG,No,0.6233,0.4619,1.1165,0.8497,14.7144,1.3036,0.3185,63.6334,0.7982
Dataset/IU_student/ITITIU17097\ITITIU17097_3.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_3.JPG,No,0.3969,0.4651,0.891,0.3768,8.995,0.868,0.3921,68.7856,0.8855
Dataset/IU_student/ITITIU17098\ITITIU17098_14-min.JPG,Dataset/IU_student/ITITIU17073\ITITIU17073_13.jpg,No,0.4767,0.5958,0.9764,0.8214,14.771,1.2817,0.4252,76.2008,0.9221
Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_11.JPG,No,0.3856,0.4736,0.8782,0.4931,10.0589,0.9931,0.4735,71.2765,0.9732
Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_8.JPG,No,0.4581,0.4997,0.9572,0.3723,8.3587,0.8629,0.3055,66.6174,0.7817
Dataset/IU_student/ITITIU17097\ITITIU17097_2.jpg,Dataset/IU_student/BAFNIU17003\BAFNIU17003.jpg,No,0.5375,0.6424,1.0368,0.8982,14.3122,1.3403,0.4446,67.1761,0.9429
Dataset/IU_student/ITITIU17098\ITITIU17098_1.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_7.JPG,No,0.3302,0.4659,0.8126,0.4626,11.3467,0.9619,0.2257,54.0603,0.6718
Dataset/IU_student/ITITIU17098\ITITIU17098_3-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,No,0.3474,0.3954,0.8335,0.7607,15.0538,1.2335,0.3265,60.9864,0.8081
Dataset/IU_student/ITITIU17067\ITITIU17067_7-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_4.JPG,No,0.442,0.4653,0.9402,0.6594,13.0257,1.1484,0.3963,87.3766,0.8903
Dataset/IU_student/ITITIU17097\ITITIU17097_3.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,No,0.2437,0.3852,0.6981,0.5413,9.7435,1.0404,0.461,73.0645,0.9602
Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_12.JPG,No,0.541,0.6921,1.0402,0.7234,13.1008,1.2029,0.2996,65.2643,0.774
Dataset/IU_student/ITITIU17098\ITITIU17098_6-min.JPG,Dataset/IU_student/BAFNIU17091\BAFNIU17027_4.JPG,No,0.3638,0.3879,0.853,0.6199,12.6482,1.1134,0.573,80.5498,1.0705
Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Dataset/IU_student/BAFNIU17091\BAFNIU17027_1.jpg,No,0.3662,0.6068,0.8558,0.4654,9.0925,0.9648,0.2951,59.998,0.7683
Dataset/IU_student/ITITIU17098\ITITIU17098_11-min.JPG,Dataset/IU_student/BAFNIU17003\IMG_2069.JPG,No,0.4668,0.5259,0.9663,0.8508,13.1416,1.3045,0.5166,99.2442,1.0164
